questionnaire,item,value,agreement,question
Barchard2001,I think about the causes of my emotions.,Attention to Emotions,1,Should I think about the causes of my emotions?
Barchard2001,I often ignore my feelings.,Attention to Emotions,-1,Should I often ignore my feelings?
Barchard2001,I find it hard to stay in a bad mood if the people around me are happy.,Responsive Joy,1,Should I find it hard to stay in a bad mood if the people around me are happy?
Barchard2001,I am strongly influenced by the good moods of others.,Responsive Joy,1,Should I be strongly influenced by the good moods of others?
Barchard2001,I feel other people's joy.,Responsive Joy,1,Should I feel other people's joy?
Barchard2001,I dislike being around happy people when I'm feeling sad.,Responsive Joy,-1,Should I dislike being around happy people when I'm feeling sad?
Barchard2001,I rarely get caught up in the excitement.,Responsive Joy,-1,Should I rarely get caught up in the excitement?
Barchard2001,I get caught up in the excitement when others are celebrating.,Responsive Joy,1,Should I get caught up in the excitement when others are celebrating?
Barchard2001,I like to watch children open presents.,Responsive Joy,1,Should I like to watch children open presents?
Barchard2001,I listen to my brain rather than my heart.,Emotion-based Decision-making,-1,Should I listen to my brain rather than my heart?
Barchard2001,I believe important decisions should be based on logical reasoning.,Emotion-based Decision-making,-1,Should important decisions be based on logical reasoning?
Barchard2001,I believe emotions give direction to life.,Emotion-based Decision-making,1,Should I believe that emotions give direction to life?
Barchard2001,I listen to my feelings when making important decisions.,Emotion-based Decision-making,1,Should I listen to my feelings when making important decisions?
Barchard2001,"I make decisions based on facts, not feelings.",Emotion-based Decision-making,-1,"Should I make decisions based on facts, not feelings?"
Barchard2001,"I base my goals in life on inspiration, rather than logic.",Emotion-based Decision-making,1,"Should I base my goals in life on inspiration, rather than logic?"
Barchard2001,I show my sadness.,Negative Expressivity,1,Should I show my sadness?
Barchard2001,I wish I could more easily show my negative feelings.,Negative Expressivity,-1,Should I wish I could more easily show my negative feelings?
Barchard2001,"I keep my feelings to myself, regardless of how scared I am.",Negative Expressivity,-1,"Should I keep my feelings to myself, regardless of how scared I am?"
Barchard2001,I shout or scream when I'm angry.,Negative Expressivity,1,Should I shout or scream when I'm angry?
Barchard2001,I can't help but look upset when something bad happens.,Negative Expressivity,1,Should I look upset when something bad happens?
Barchard2001,I find it difficult showing people that I'm angry with them.,Negative Expressivity,-1,Should I find it difficult showing people that I'm angry with them?
Barchard2001,I suspect that my facial expressions give me away when I feel sad.,Negative Expressivity,1,Should I suspect that my facial expressions give me away when I feel sad?
Barchard2001,I express my affection physically.,Positive Expressivity,1,Should I express my affection physically?
Barchard2001,I have difficulty showing affection.,Positive Expressivity,-1,Should I have difficulty showing affection?
Barchard2001,I hug my close friends.,Positive Expressivity,1,Should I hug my close friends?
Barchard2001,I laugh out loud if something is funny.,Positive Expressivity,1,Should I laugh out loud if something is funny?
Barchard2001,I find it difficult showing people that I care about them.,Positive Expressivity,-1,Should I find it difficult showing people that I care about them?
Barchard2001,I express my happiness in a childlike manner.,Positive Expressivity,1,Should I express my happiness in a childlike manner?
BIS_BAS,I have very few fears compared to my friends.,Behavioral Inhibition System,1,Should I have very few fears compared to my friends?
BIS_BAS,"If I think something unpleasant is going to happen I usually get pretty ""worked up.""",Behavioral Inhibition System,1,"Should I get pretty ""worked up"" if I think something unpleasant is going to happen?"
BIS_BAS,I worry about making mistakes.,Behavioral Inhibition System,1,Should I worry about making mistakes?
BIS_BAS,Criticism or scolding hurts me quite a bit.,Behavioral Inhibition System,1,Should criticism or scolding hurt me quite a bit?
BIS_BAS,When I want something I usually go all-out to get it.,Drive,1,Should I go all-out to get something when I want it?
BIS_BAS,If I see a chance to get something I want I move on it right away.,Drive,1,Should I move on a chance to get something I want right away?
BIS_BAS,"When good things happen to me, it affects me strongly.",Reward Responsiveness,1,Should good things affect me strongly when they happen to me?
BIS_BAS,When I see an opportunity for something I like I get excited right away.,Reward Responsiveness,1,Should I get excited right away when I see an opportunity for something I like?
BIS_BAS,When I'm doing well at something I love to keep at it.,Reward Responsiveness,1,Should I keep at something when I'm doing well at it?
BIS_BAS,I'm always willing to try something new if I think it will be fun.,Fun Seeking,1,Should I always be willing to try something new if I think it will be fun?
BIS_BAS,I will often do things for no other reason than that they might be fun.,Fun Seeking,1,Should I often do things for no other reason than that they might be fun?
Buss1980,I seldom daydream.,Private Self-Consciousness,-1,Should I seldom daydream?
Buss1980,I examine my motives constantly.,Private Self-Consciousness,1,Should I examine my motives constantly?
Buss1980,I try to examine myself objectively.,Private Self-Consciousness,1,Should I try to examine myself objectively?
Buss1980,I don't try to figure myself out.,Private Self-Consciousness,-1,Should I not try to figure myself out?
Buss1980,I rarely look for a deeper meaning in things.,Private Self-Consciousness,-1,Should I rarely look for a deeper meaning in things?
Buss1980,I like to get lost in thought.,Private Self-Consciousness,1,Should I like to get lost in thought?
Buss1980,I worry about what people think of me.,Public Self-consciousness,1,Should I worry about what people think of me?
Buss1980,I feel comortable with myself.,Public Self-consciousness,-1,Should I feel comfortable with myself?
Buss1980,I want to amount to something special in others' eyes.,Public Self-consciousness,1,Should I want to amount to something special in others' eyes?
Buss1980,I feel threatened easily.,Public Self-consciousness,1,Should I feel threatened easily?
Buss1980,I am not easily bothered by things.,Public Self-consciousness,-1,Should I not be easily bothered by things?
Buss1980,I am not embarrassed easily.,Public Self-consciousness,-1,Should I not be embarrassed easily?
Buss1980,I am not concerned with making a good impression.,Public Self-consciousness,-1,Should I not be concerned with making a good impression?
Buss1980,I am easily intimidated.,Public Self-consciousness,1,Should I be easily intimidated?
CAT-PD,I act without planning.,Non-Planfulness,1,Should I act without planning?
CAT-PD,I jump into things without thinking.,Non-Planfulness,1,Should I jump into things without thinking?
CAT-PD,I am a firm believer in thinking things through.,Non-Planfulness,-1,Should I be a firm believer in thinking things through?
CAT-PD,I prefer to 'live in the moment' rather than plan things out.,Non-Planfulness,1,Should I prefer to 'live in the moment' rather than plan things out?
CAT-PD,I am not a caring person.,Callousness,1,Should I not be a caring person?
CAT-PD,I care about others.,Callousness,-1,Should I care about others?
CAT-PD,I can't be bothered with others' needs.,Callousness,1,Should I not be bothered with others' needs?
CAT-PD,I am a cold-hearted person.,Callousness,1,Should I be a cold-hearted person?
CAT-PD,I have always been a rule-breaker.,Norm Violation,1,Should I always be a rule-breaker?
CAT-PD,I have a rebellious side that gets me into trouble.,Norm Violation,1,Should I have a rebellious side that gets me into trouble?
CAT-PD,I respect authority.,Norm Violation,-1,Should I respect authority?
CAT-PD,I got in trouble a lot at school.,Norm Violation,1,Should I have gotten in trouble a lot at school?
CAT-PD,I have been told that my behavior often is bizarre.,Peculiarity,1,Have I been told that my behavior often is bizarre?
CAT-PD,I am odd.,Peculiarity,1,Am I odd?
CAT-PD,I would describe myself as a normal person.,Peculiarity,-1,Should I describe myself as a normal person?
CAT-PD,I neglect my duties.,Irresponsibility,1,Should I neglect my duties?
CAT-PD,I am not a dependable person.,Irresponsibility,1,Should I consider myself not a dependable person?
CAT-PD,I keep my appointments.,Irresponsibility,-1,Should I keep my appointments?
CAT-PD,I am a very reliable person.,Irresponsibility,-1,Should I consider myself a very reliable person?
CAT-PD,I have noticed that I put my work ahead of too many other things.,Workaholism,1,Should I put my work ahead of too many other things?
CAT-PD,"I am a workaholic, with little time for fun or pleasure.",Workaholism,1,Should I be a workaholic with little time for fun or pleasure?
CAT-PD,I work longer hours than most people.,Workaholism,1,Should I work longer hours than most people?
CAT-PD,I have difficulty showing affection.,Emotional Detachment,1,Should I have difficulty showing affection?
CAT-PD,I am emotionally reserved.,Emotional Detachment,1,Should I be emotionally reserved?
CAT-PD,I am able to describe my feelings easily.,Emotional Detachment,-1,Should I be able to describe my feelings easily?
CAT-PD,I think it's best to keep my emotions to myself.,Emotional Detachment,1,Should I keep my emotions to myself?
CAT-PD,I have the power to cast spells on others.,Irrational Beliefs,1,Do I have the power to cast spells on others?
CAT-PD,I can control objects with my mind.,Irrational Beliefs,1,Can I control objects with my mind?
CAT-PD,I use magic to ward off bad thoughts about me.,Irrational Beliefs,1,Should I use magic to ward off bad thoughts about me?
CAT-PD,I am able to read the minds of others.,Irrational Beliefs,1,Should I be able to read the minds of others?
CAT-PD,I am afraid that my life will be cut short by illness.,Health Anxiety,1,Should I be afraid that my life will be cut short by illness?
CAT-PD,I often am concerned about diseases I might have.,Health Anxiety,1,Should I often be concerned about diseases I might have?
CAT-PD,I think that I am in good medical condition.,Health Anxiety,-1,Should I think that I am in good medical condition?
CAT-PD,I worry about my health.,Health Anxiety,1,Should I worry about my health?
CAT-PD,I am usually convinced that my friends and romantic partners will betray me.,Relationship Insecurity,1,Should I be convinced that my friends and romantic partners will betray me?
CAT-PD,I am paralyzed by a fear of rejection.,Relationship Insecurity,1,Should I be paralyzed by a fear of rejection?
CAT-PD,I generally trust my partners to be faithful to me.,Relationship Insecurity,-1,Should I generally trust my partners to be faithful to me?
CAT-PD,I am secure in my relationships.,Relationship Insecurity,-1,Should I feel secure in my relationships?
CAT-PD,I am an energetic person.,Anhedonia,-1,Should I consider myself an energetic person?
CAT-PD,I feel that nothing seems to make me feel good.,Anhedonia,1,Should I feel that nothing seems to make me feel good?
CAT-PD,I have a lot of fun.,Anhedonia,-1,Should I have a lot of fun?
CAT-PD,I am not a joyful person.,Anhedonia,1,Am I not a joyful person?
CAT-PD,I take advantage of others.,Manipulativeness,1,Should I take advantage of others?
CAT-PD,I deceive people.,Manipulativeness,1,Should I deceive people?
CAT-PD,I am an honest person.,Manipulativeness,-1,Should I be an honest person?
CAT-PD,I like to trick people into doing things for me.,Manipulativeness,1,Should I like to trick people into doing things for me?
CAT-PD,I have fixed opinions.,Rigidity,1,Should I have fixed opinions?
CAT-PD,I have been told that I am rigid and inflexible.,Rigidity,1,Should I believe that I am rigid and inflexible?
CAT-PD,I find it difficult to compromise in policy debates.,Rigidity,1,Should I find it difficult to compromise in policy debates?
CAT-PD,I am convinced that my way is the best way.,Rigidity,1,Should I be convinced that my way is the best way?
CAT-PD,I find it difficult to consider as valid opinions that differ from my own.,Rigidity,1,Should I find it difficult to consider as valid opinions that differ from my own?
CAT-PD,I believe strongly that the world would be a much better place if I had my way.,Rigidity,1,Would the world be a much better place if I had my way?
CAT-PD,I am often accused of being narrow-minded.,Rigidity,1,Am I often accused of being narrow-minded?
CAT-PD,I need others to help run my life,Submissiveness,1,Do I need others to help run my life?
CAT-PD,I let myself be pushed around.,Submissiveness,1,Should I let myself be pushed around?
CAT-PD,I let myself be directed by others.,Submissiveness,1,Should I let myself be directed by others?
CAT-PD,I prefer that others make the major decisions in my life.,Submissiveness,1,Should I prefer that others make the major decisions in my life?
CAT-PD,I often space out and lose track of what's going on.,Cognitive Problems,1,Should I often space out and lose track of what's going on?
CAT-PD,I easily lose my train of thought.,Cognitive Problems,1,Should I easily lose my train of thought?
CAT-PD,I am easily disoriented.,Cognitive Problems,1,Should I be easily disoriented?
CAT-PD,I often feel like my thoughts make no sense.,Cognitive Problems,1,Should I often feel like my thoughts make no sense?
CAT-PD,I have a good memory for things I've done throughout the day.,Cognitive Problems,-1,Should I have a good memory for things I've done throughout the day?
CAT-PD,I am quick to quit when the going gets tough.,Non-Perseverance,1,Should I be quick to quit when the going gets tough?
CAT-PD,I have difficulty keeping my attention on a task.,Non-Perseverance,1,Should I have difficulty keeping my attention on a task?
CAT-PD,I quickly lose interest in the tasks I start.,Non-Perseverance,1,Should I quickly lose interest in the tasks I start?
CAT-PD,I finish what I start.,Non-Perseverance,-1,Should I finish what I start?
CAT-PD,I like to start fights.,Hostile Aggression,1,Should I like to start fights?
CAT-PD,I will spread false rumors as a way to hurt others.,Hostile Aggression,1,Should I spread false rumors as a way to hurt others?
CAT-PD,I am excited to inflict pain on others.,Hostile Aggression,1,Should I be excited to inflict pain on others?
CAT-PD,I am often out for revenge.,Hostile Aggression,1,Should I often be out for revenge?
CAT-PD,I hurt people.,Hostile Aggression,1,Should I hurt people?
CAT-PD,"I believe that, sooner or later, people always let you down.",Mistrust,1,"Should I believe that, sooner or later, people always let you down?"
CAT-PD,I feel that others are out to get me.,Mistrust,1,Should I feel that others are out to get me?
CAT-PD,I believe that people are basically honest and good.,Mistrust,-1,Should I believe that people are basically honest and good?
CAT-PD,I feel like people often are out to get something from me.,Mistrust,1,Should I feel like people are often out to get something from me?
CAT-PD,I generally focus on the negative side of things.,Depression,1,Should I generally focus on the negative side of things?
CAT-PD,I look at the bright side of life.,Depression,-1,Should I look at the bright side of life?
CAT-PD,I dislike myself.,Depression,1,Should I dislike myself?
CAT-PD,I am sad most of the time.,Depression,1,Should I be sad most of the time?
CAT-PD,I am sometimes so preoccupied with my own thoughts I don't realize others are trying to speak to me.,Fantasy Proneness,1,Should I sometimes be so preoccupied with my own thoughts that I don't realize others are trying to speak to me?
CAT-PD,I feel like my imagination can run wild.,Fantasy Proneness,1,Should I feel like my imagination can run wild?
CAT-PD,I sometimes have extremely vivid pictures in my head.,Fantasy Proneness,1,Should I sometimes have extremely vivid pictures in my head?
CAT-PD,I sometimes find myself in a trance-like state without trying.,Fantasy Proneness,1,Should I sometimes find myself in a trance-like state without trying?
CAT-PD,I believe that I am better than others.,Grandiosity,1,Should I believe that I am better than others?
CAT-PD,I treat people as inferiors.,Grandiosity,1,Should I treat people as inferiors?
CAT-PD,I believe that I am always right.,Grandiosity,1,Should I believe that I am always right?
CAT-PD,I don't think I should have to wait in lines like others.,Grandiosity,1,Should I think I shouldn't have to wait in lines like others?
CAT-PD,I know how to cope.,Affective Lability,-1,Do I know how to cope?
CAT-PD,I lose control over my behavior when I'm emotional.,Affective Lability,1,Should I lose control over my behavior when I'm emotional?
CAT-PD,I have frequent mood swings.,Affective Lability,1,Should I have frequent mood swings?
CAT-PD,I have unpredictable emotions and moods.,Affective Lability,1,Should I have unpredictable emotions and moods?
CAT-PD,I enjoy sexual experiences intensely.,Romantic Disinterest,-1,Should I enjoy sexual experiences intensely?
CAT-PD,I could easily live without having sex.,Romantic Disinterest,1,Could I easily live without having sex?
CAT-PD,I love the feeling of being intimately close with someone.,Romantic Disinterest,-1,Should I love the feeling of being intimately close with someone?
CAT-PD,I have little desire for sex or romance.,Romantic Disinterest,1,Should I have little desire for sex or romance?
CAT-PD,I feel comfortable around people.,Social Withdrawal,-1,Should I feel comfortable around people?
CAT-PD,I do not feel close to people.,Social Withdrawal,1,Should I not feel close to people?
CAT-PD,I keep to myself even when I'm around other people.,Social Withdrawal,1,Should I keep to myself even when I'm around other people?
CAT-PD,I rarely enjoy being with people.,Social Withdrawal,1,Should I rarely enjoy being with people?
CAT-PD,I love to be the center of attention.,Exhibitionism,1,Should I love to be the center of attention?
CAT-PD,I don't enjoy being in the spotlight.,Exhibitionism,-1,Should I not enjoy being in the spotlight?
CAT-PD,I enjoy flirting with complete strangers.,Exhibitionism,1,Should I enjoy flirting with complete strangers?
CAT-PD,I don't let little things anger me.,Anger,-1,Should I not let little things anger me?
CAT-PD,I have a violent temper.,Anger,1,Should I have a violent temper?
CAT-PD,I see strange figures or visions when nothing is really there.,Unusual Experiences,1,Should I see strange figures or visions when nothing is really there?
CAT-PD,I feel at times that I have left my body and am somehow outside my physical self.,Unusual Experiences,1,Should I feel at times that I have left my body and am somehow outside my physical self?
CAT-PD,"I i feel as if my body, or a part of it, has disappeared.",Unusual Experiences,1,"Should I feel as if my body, or a part of it, has disappeared?"
CAT-PD,I hear voices talking about me when nobody is really there.,Unusual Experiences,1,Should I hear voices talking about me when nobody is really there?
CAT-PD,I i have intentionally done myself physical harm.,Self-harm,1,Should I have intentionally done myself physical harm?
CAT-PD,I i have no will to live.,Self-harm,1,Should I have no will to live?
CAT-PD,I have written a suicide note.,Self-harm,1,Should I have written a suicide note?
CAT-PD,I have urges to cut myself.,Self-harm,1,Should I have urges to cut myself?
CAT-PD,I would do anything to get an adrenaline rush.,Risk Taking,1,Should I do anything to get an adrenaline rush?
JPI,I stick to the rules.,Risk Taking,-1,Should I stick to the rules?
JPI,I seek danger.,Risk Taking,1,Should I seek danger?
CAT-PD,I like to do frightening things.,Risk Taking,1,Should I like to do frightening things?
JPI,I would never go hang-gliding or bungee-jumping.,Risk Taking,-1,Should I never go hang-gliding or bungee-jumping?
JPI,I would never make a high risk investment.,Risk Taking,-1,Should I never make a high-risk investment?
JPI,I know how to get around the rules.,Risk Taking,1,Should I know how to get around the rules?
CAT-PD,I have a mouth that gets me into trouble.,Rudeness,1,Should I have a mouth that gets me into trouble?
CAT-PD,I have a reputation for asking inappropriate questions.,Rudeness,1,Should I have a reputation for asking inappropriate questions?
CAT-PD,I ridicule people.,Rudeness,1,Should I ridicule people?
CAT-PD,I insult people.,Rudeness,1,Should I insult people?
JPI,I am always busy.,Energy Level,1,Should I always be busy?
JPI,I am easily discouraged.,Energy Level,-1,Should I be easily discouraged?
JPI,I have a slow pace to my life.,Energy Level,-1,Should I have a slow pace to my life?
JPI,I need a push to get started.,Energy Level,-1,Do I need a push to get started?
JPI,I accomplish a lot of work.,Energy Level,1,Should I accomplish a lot of work?
JPI,I do a lot in my spare time.,Energy Level,1,Should I do a lot in my spare time?
JPI,I am always on the go.,Energy Level,1,Should I always be on the go?
JPI,I tend to vote for liberal political candidates.,Traditional Values,-1,Should I tend to vote for liberal political candidates?
JPI,I tend to vote for conservative political candidates.,Traditional Values,1,Should I tend to vote for conservative political candidates?
JPI,I doubt the value of religion.,Traditional Values,-1,Should I doubt the value of religion?
JPI,I don't consider myself religious.,Traditional Values,-1,Should I not consider myself religious?
JPI,I believe that we should be tough on crime.,Traditional Values,1,Should we be tough on crime?
JPI,I believe in one true religion.,Traditional Values,1,Should I believe in one true religion?
JPI,I like to stand during the national anthem.,Traditional Values,1,Should I like to stand during the national anthem?
JPI,I don't mind being the center of attention.,Social Confidence,1,Should I not mind being the center of attention?
JPI,I don't like to draw attention to myself.,Social Confidence,-1,Should I avoid drawing attention to myself?
JPI,I have little to say.,Social Confidence,-1,Should I have little to say?
JPI,I lack the talent for influencing people.,Social Confidence,-1,Do I lack the talent for influencing people?
JPI,I have a natural talent for influencing people.,Social Confidence,1,Do I have a natural talent for influencing people?
JPI,I often feel uncomfortable around others.,Social Confidence,-1,Should I often feel uncomfortable around others?
JPI,I want to amount to something special in others' eyes.,Cooperativeness,1,Should I want to amount to something special in others' eyes?
JPI,I worry about what people think of me.,Cooperativeness,1,Should I worry about what people think of me?
JPI,I want to form my own opinions.,Cooperativeness,-1,Should I want to form my own opinions?
JPI,I want to be different from others.,Cooperativeness,-1,Should I want to be different from others?
JPI,I do what others do.,Cooperativeness,1,Should I do what others do?
JPI,I avoid philosophical discussions.,Complexity,-1,Should I avoid philosophical discussions?
JPI,I have a rich vocabulary.,Complexity,1,Should I have a rich vocabulary?
JPI,I am not interested in abstract ideas.,Complexity,-1,Should I not be interested in abstract ideas?
JPI,I believe in the importance of art.,Complexity,1,Should I believe in the importance of art?
JPI,I enjoy examining myself and my life.,Complexity,1,Should I enjoy examining myself and my life?
JPI,I am not interested in theoretical discussions.,Complexity,-1,Should I not be interested in theoretical discussions?
JPI,I enjoy discussing movies and books with others.,Complexity,1,Should I enjoy discussing movies and books with others?
JPI,I try to forgive and forget.,Tolerance,1,Should I try to forgive and forget?
JPI,I hold a grudge.,Tolerance,-1,Should I hold a grudge?
JPI,I don't like the idea of change.,Tolerance,-1,Should I not like the idea of change?
JPI,I believe in equality between all races.,Tolerance,1,Should I believe in equality between all races?
JPI,I disregard rules.,Responsibility,-1,Should I disregard rules?
JPI,I cheat to get ahead.,Responsibility,-1,Should I cheat to get ahead?
JPI,I would never take things that aren't mine.,Responsibility,1,Should I never take things that aren't mine?
JPI,I think of others first.,Responsibility,1,Should I think of others first?
JPI,I don't think laws apply to me.,Responsibility,-1,Should I think that laws don't apply to me?
JPI,I stay in touch with old acquaintances.,Responsibility,1,Should I stay in touch with old acquaintances?
JPI,I hurt people.,Responsibility,-1,Should I hurt people?
JPI,I would never cheat on my taxes.,Responsibility,1,Should I never cheat on my taxes?
JPI,I have a natural talent for influencing people.,Social Astuteness,1,Do I have a natural talent for influencing people?
JPI,I can talk others into doing things.,Social Astuteness,1,Can I talk others into doing things?
JPI,I find it difficult to manipulate others.,Social Astuteness,-1,Should I find it difficult to manipulate others?
JPI,I lack the talent for influencing people.,Social Astuteness,-1,Do I lack the talent for influencing people?
JPI,I have a vivid imagination.,Innovation,1,Should I have a vivid imagination?
JPI,I will not probe deeply into a subject.,Innovation,-1,Should I avoid probing deeply into a subject?
MPQ,I act comfortably with others.,Alienation,-1,Should I act comfortably with others?
MPQ,I feel attacked by others.,Alienation,1,Should I feel attacked by others?
MPQ,I dislike myself.,Alienation,1,Should I dislike myself?
MPQ,I pay attention to details.,Control,1,Should I pay attention to details?
MPQ,I am exacting in my work.,Control,1,Should I be exacting in my work?
MPQ,I like to plan ahead.,Control,1,Should I like to plan ahead?
MPQ,I do things by the book.,Control,1,Should I do things by the book?
MPQ,I make plans and stick to them.,Control,1,Should I make plans and stick to them?
MPQ,I often make last-minute plans.,Control,-1,Should I often make last-minute plans?
MPQ,I like to act on a whim.,Control,-1,Should I like to act on a whim?
MPQ,I feel that my life lacks direction.,Wellbeing,-1,Should I feel that my life lacks direction?
MPQ,I feel lucky most of the time.,Wellbeing,1,Should I feel lucky most of the time?
MPQ,I have a dark outlook on the future.,Wellbeing,-1,Should I have a dark outlook on the future?
MPQ,I have a low opinion of myself.,Wellbeing,-1,Should I have a low opinion of myself?
MPQ,I often feel blue.,Wellbeing,-1,Should I often feel blue?
MPQ,I just know that I will be a success.,Wellbeing,1,Should I just know that I will be a success?
MPQ,I have a lot of fun.,Wellbeing,1,Should I have a lot of fun?
MPQ,I take risks.,Harm Avoidance,-1,Should I take risks?
MPQ,I enjoy being reckless.,Harm Avoidance,-1,Should I enjoy being reckless?
MPQ,I would never make a high-risk investment.,Harm Avoidance,1,Should I never make a high-risk investment?
MPQ,I avoid dangerous situations.,Harm Avoidance,1,Should I avoid dangerous situations?
MPQ,I would never go hang gliding or bungee jumping.,Harm Avoidance,1,Should I never go hang gliding or bungee jumping?
MPQ,I am willing to try anything once.,Harm Avoidance,-1,Should I be willing to try anything once?
MPQ,I do crazy things.,Harm Avoidance,-1,Should I do crazy things?
MPQ,I love to chat.,Social Closeness,1,Should I love to chat?
MPQ,I enjoy being part of a group.,Social Closeness,1,Should I enjoy being part of a group?
MPQ,I believe in one true religion.,Traditionalism,1,Should I believe in one true religion?
MPQ,I believe that criminals should receive help rather than punishment.,Traditionalism,-1,Should I believe that criminals should receive help rather than punishment?
MPQ,I tend to vote for liberal political candidates.,Traditionalism,-1,Should I tend to vote for liberal political candidates?
MPQ,I like to stand during the national anthem.,Traditionalism,1,Should I like to stand during the national anthem?
MPQ,I don't consider myself religious.,Traditionalism,-1,Should I not consider myself religious?
MPQ,I believe in the importance of art.,Traditionalism,-1,Should I believe in the importance of art?
MPQ,I believe that there is no absolute right and wrong.,Traditionalism,-1,Should I believe that there is no absolute right and wrong?
MPQ,I get back at others.,Aggression,1,Should I get back at others?
MPQ,I have a sharp tongue.,Aggression,1,Should I have a sharp tongue?
MPQ,I try to forgive and forget.,Aggression,-1,Should I try to forgive and forget?
MPQ,I do things out of revenge.,Aggression,1,Should I do things out of revenge?
MPQ,I seldom get mad.,Aggression,-1,Should I seldom get mad?
MPQ,I cheat to get ahead.,Aggression,1,Should I cheat to get ahead?
MPQ,I rarely complain.,Aggression,-1,Should I rarely complain?
MPQ,I love to reflect on things.,Absorption,1,Should I love to reflect on things?
MPQ,I see beauty in things that others might not notice.,Absorption,1,Should I see beauty in things that others might not notice?
LVI,It is important to be accepted by others.,Belonging,1,Is it important for me to be accepted by others?
LVI,It is important to feel as though I belong.,Belonging,1,Is it important for me to feel as though I belong?
LVI,It is important to protect the environment.,Concern for the Environment,1,Should I think it is important to protect the environment?
LVI,It is important to appreciat the beauty of nature.,Concern for the Environment,1,Should I appreciate the beauty of nature?
LVI,It is important to be concerned about the rights of others.,Concern for Others,1,Should I be concerned about the rights of others?
LVI,It is important to be sensitive to others' needs.,Concern for Others,1,Should I be sensitive to others' needs?
LVI,It is important to make money.,Financial Prosperity,1,Should I think it is important to make money?
LVI,It is important to have financial success.,Financial Prosperity,1,Is it important to have financial success?
LVI,It is important to take care of my body.,Health and Activity,1,Should I take care of my body?
LVI,It is important to be strong or good in a sport.,Health and Activity,1,Should I think it is important to be strong or good in a sport?
LVI,It is important to avoid credit for my accomplishments.,Humility,1,Should I avoid taking credit for my accomplishments?
LVI,It is important to downplay compliments or praise.,Humility,1,Should I downplay compliments or praise?
LVI,It is important to make decisions with my family or group in mind.,Loyalty to Family or Group,1,Should I make decisions with my family or group in mind?
LVI,It is important to accept my place in my family or group.,Loyalty to Family or Group,1,Should I accept my place in my family or group?
LVI,It is important to have quiet time to think.,Privacy,1,Should I have quiet time to think?
LVI,It is important to have time to myself.,Privacy,1,Should I have time to myself?
LVI,It is important to use science for progress.,Scientific Understanding,1,Should I use science for progress?
LVI,It is important to know things about science.,Scientific Understanding,1,Should I know things about science?
LVI,It is important to believe in a higher power.,Spirituality,1,Should I believe in a higher power?
LVI,It is important to live in harmony with my spiritual beliefs.,Spirituality,1,Should I live in harmony with my spiritual beliefs?
SOV,"Among Mother Theresa, General Colin Powell, Bill Gates and Marie Curie, the famous person that interests me most is Marie Curie.",Theoretical,1,"Should Marie Curie be the famous person that interests me most among Mother Theresa, General Colin Powell, Bill Gates, and Marie Curie?"
SOV,"If I had some time to spend in a waiting room and there were only two magazines to choose from, I would prefer SCIENTIFIC AGE rather than ARTS AND DECORATIONS.",Theoretical,1,Should I prefer SCIENTIFIC AGE over ARTS AND DECORATIONS if I had some time to spend in a waiting room and there were only two magazines to choose from?
SOV,"Mathematics, rather than theology, ultimately will prove more important for the human race.",Theoretical,1,Will mathematics ultimately prove more important for the human race than theology?
SOV,"If I were a university professor and had thenecessary ability, I would prefer to teach chemistry and physics rather than poetry.",Theoretical,1,Should I prefer to teach chemistry and physics rather than poetry if I were a university professor with the necessary ability?
SOV,"If my ability and other conditions would permit during part of my next summer vacation, I would prefer to write and publish an original biological essay or article.",Theoretical,1,Should I prefer to write and publish an original biological essay or article during part of my next summer vacation if my ability and other conditions permit?
SOV,"If I lived in a small town and had more than enough income for my needs, I would prefer to   give it for the development of scientific research in your locality.",Theoretical,1,Should I prefer to give my excess income for the development of scientific research in my locality if I lived in a small town?
SOV,"Viewing Leonardo da Vinci's picture,""The Last Supper,"" I would tend to think of it in relation to Leonardo's versatility and its place in history.",Theoretical,1,"Should I think of Leonardo da Vinci's picture, ""The Last Supper,"" in relation to Leonardo's versatility and its place in history?"
SOV,"If I should see the different news itemsin my morning paper, I would read NEW SCIENTIFIC THEORY ANNOUNCED more attentively rather than SUPREME COURT RENDERS DECISION.",Theoretical,1,Should I read NEW SCIENTIFIC THEORY ANNOUNCED more attentively than SUPREME COURT RENDERS DECISION in my morning paper?
SOV,"At an exposition, I chiefly like to go to the buildings where I can see scientific (e.g, chemical) apparatus rather than new manufactured products.",Theoretical,1,Should I chiefly go to the buildings where I can see scientific apparatus rather than new manufactured products at an exposition?
SOV,"At an evening discussion with close friends, I am more interested when the conversation concerns developments in science.",Theoretical,1,Should I be more interested in the conversation when it concerns developments in science during an evening discussion with close friends?
SOV,"Among Aristotle and Abraham Lincoln,Aristotle should be judged as contributing more to the progress of the human race.",Theoretical,1,Should Aristotle be judged as contributing more to the progress of the human race than Abraham Lincoln?
SOV,The main object of scientific research should be the discovery of truth rather than its practical applications.,Theoretical,1,Should the main object of scientific research be the discovery of truth rather than its practical applications?
SOV,"In my opinion, a person who works in business all the week can best spend Sunday in educating himself/herself by reading serious books.",Theoretical,1,Should a person who works in business all week spend Sunday educating themselves by reading serious books?
